genes,variables,statistic,p.value,parameter,method,padj
COL4A2,Macrophages.bin,0.021667287824186,0.882975640991922,1,Kruskal-Wallis rank sum test,1
COL4A2,SMC.bin,0.229694176841684,0.631750684505451,1,Kruskal-Wallis rank sum test,1
COMTD1,Calc.bin,0.0752543473145579,0.78383467549246,1,Kruskal-Wallis rank sum test,1
COMTD1,Collagen.bin,0.214857055672799,0.642986839384435,1,Kruskal-Wallis rank sum test,1
COMTD1,epmajor.3years,3.9260629848403,0.0475431248098726,1,Kruskal-Wallis rank sum test,1
COMTD1,Fat.bin_10,5.29937556353948,0.021333070819143,1,Kruskal-Wallis rank sum test,1
COMTD1,Fat.bin_40,1.89228458936359,0.168944467537288,1,Kruskal-Wallis rank sum test,1
COMTD1,IPH.bin,0.0613015974725924,0.804450415196663,1,Kruskal-Wallis rank sum test,1
COMTD1,Macrophages.bin,0.362542708770827,0.5470974602638,1,Kruskal-Wallis rank sum test,1
COMTD1,SMC.bin,0.589971102571413,0.442430293391178,1,Kruskal-Wallis rank sum test,1
CTSH,Calc.bin,0.00172474425384204,0.966873344747444,1,Kruskal-Wallis rank sum test,1
CTSH,Collagen.bin,0.000499748775642475,0.982164727094313,1,Kruskal-Wallis rank sum test,1
CTSH,epmajor.3years,3.04593235716045,0.0809396268099143,1,Kruskal-Wallis rank sum test,1
CTSH,Fat.bin_10,5.47944120228389,0.0192414090546295,1,Kruskal-Wallis rank sum test,1
CTSH,Fat.bin_40,1.7223107156223,0.189395876668419,1,Kruskal-Wallis rank sum test,1
CTSH,IPH.bin,0.278574846720786,0.597636837571159,1,Kruskal-Wallis rank sum test,1
CTSH,Macrophages.bin,0.179983906020147,0.671387071815948,1,Kruskal-Wallis rank sum test,1
CTSH,SMC.bin,1.77844385911387,0.182340527727821,1,Kruskal-Wallis rank sum test,1
DUSP13,Calc.bin,0.402631730797616,0.525733241838821,1,Kruskal-Wallis rank sum test,1
DUSP13,Collagen.bin,0.0243492905703011,0.875999448707309,1,Kruskal-Wallis rank sum test,1
DUSP13,epmajor.3years,0.0699671593266482,0.791384602053233,1,Kruskal-Wallis rank sum test,1
DUSP13,Fat.bin_10,1.8365793786788,0.175352394705846,1,Kruskal-Wallis rank sum test,1
DUSP13,Fat.bin_40,0.0274312161363624,0.868453080405805,1,Kruskal-Wallis rank sum test,1
DUSP13,IPH.bin,2.03488194180188,0.153726120148036,1,Kruskal-Wallis rank sum test,1
DUSP13,Macrophages.bin,0.248411523942417,0.618195799743085,1,Kruskal-Wallis rank sum test,1
DUSP13,SMC.bin,0.00561666349794456,0.940258947615847,1,Kruskal-Wallis rank sum test,1
EDN1,Calc.bin,0.0999198677474347,0.751925817068791,1,Kruskal-Wallis rank sum test,1
EDN1,Collagen.bin,0.0433313155934244,0.835102670767937,1,Kruskal-Wallis rank sum test,1
EDN1,epmajor.3years,0.000158752022849627,0.989947173095414,1,Kruskal-Wallis rank sum test,1
EDN1,Fat.bin_10,1.95122160303423,0.162455272168687,1,Kruskal-Wallis rank sum test,1
EDN1,Fat.bin_40,0.0311770814024692,0.859845901163932,1,Kruskal-Wallis rank sum test,1
EDN1,IPH.bin,0.0163908192810227,0.898127894768599,1,Kruskal-Wallis rank sum test,1
EDN1,Macrophages.bin,0.899868239018642,0.342817043562456,1,Kruskal-Wallis rank sum test,1
EDN1,SMC.bin,0.328723477576283,0.566411719249572,1,Kruskal-Wallis rank sum test,1
ENPP1,Calc.bin,2.02439908846547,0.15479014194509,1,Kruskal-Wallis rank sum test,1
ENPP1,Collagen.bin,0.011451678232765,0.914779051732121,1,Kruskal-Wallis rank sum test,1
ENPP1,epmajor.3years,2.51376012553504,0.112856365595906,1,Kruskal-Wallis rank sum test,1
ENPP1,Fat.bin_10,0.577997699551152,0.447098230724898,1,Kruskal-Wallis rank sum test,1
ENPP1,Fat.bin_40,3.41741762965526,0.064511853616769,1,Kruskal-Wallis rank sum test,1
ENPP1,IPH.bin,0.188560352045753,0.664117534620055,1,Kruskal-Wallis rank sum test,1
ENPP1,Macrophages.bin,0.710937639098804,0.399132714082199,1,Kruskal-Wallis rank sum test,1
ENPP1,SMC.bin,0.0581948040879627,0.809372216475818,1,Kruskal-Wallis rank sum test,1
ENPP3,Calc.bin,0.0127041234127066,0.910258435421991,1,Kruskal-Wallis rank sum test,1
ENPP3,Collagen.bin,0.00282969112282144,0.957576665979693,1,Kruskal-Wallis rank sum test,1
ENPP3,epmajor.3years,0.51604782883335,0.472532452157659,1,Kruskal-Wallis rank sum test,1
ENPP3,Fat.bin_10,0.775456138072443,0.378534426828082,1,Kruskal-Wallis rank sum test,1
ENPP3,Fat.bin_40,0.950202643886515,0.32966772142263,1,Kruskal-Wallis rank sum test,1
ENPP3,IPH.bin,1.21617978234656,0.270111676252619,1,Kruskal-Wallis rank sum test,1
ENPP3,Macrophages.bin,5.39376011833295,0.0202088785192219,1,Kruskal-Wallis rank sum test,1
ENPP3,SMC.bin,1.04395807558735,0.306902711678382,1,Kruskal-Wallis rank sum test,1
FGF23,Calc.bin,0.0521300940335792,0.819397355450342,1,Kruskal-Wallis rank sum test,1
FGF23,Collagen.bin,0.714235029582378,0.398041459644709,1,Kruskal-Wallis rank sum test,1
FGF23,epmajor.3years,3.35768598689125,0.0668920013436969,1,Kruskal-Wallis rank sum test,1
FGF23,Fat.bin_10,1.59720383099137,0.206299919176455,1,Kruskal-Wallis rank sum test,1
FGF23,Fat.bin_40,0.279318793079336,0.597148051788005,1,Kruskal-Wallis rank sum test,1
FGF23,IPH.bin,1.01307340037068,0.314167671626476,1,Kruskal-Wallis rank sum test,1
FGF23,Macrophages.bin,1.07976965963575,0.298749090414061,1,Kruskal-Wallis rank sum test,1
FGF23,SMC.bin,0.0930228956863288,0.760368779701944,1,Kruskal-Wallis rank sum test,1
GFOD1,Calc.bin,0.793318272328406,0.373098635090603,1,Kruskal-Wallis rank sum test,1
GFOD1,Collagen.bin,4.28836479407892,0.038374055758214,1,Kruskal-Wallis rank sum test,1
GFOD1,epmajor.3years,0.462426686216986,0.496492036658947,1,Kruskal-Wallis rank sum test,1
GFOD1,Fat.bin_10,0.281931346060674,0.595438129367007,1,Kruskal-Wallis rank sum test,1
GFOD1,Fat.bin_40,6.19147873359952,0.0128366879991297,1,Kruskal-Wallis rank sum test,1
GFOD1,IPH.bin,0.0896935550924809,0.764567098874568,1,Kruskal-Wallis rank sum test,1
GFOD1,Macrophages.bin,1.74587372281871,0.186396304878842,1,Kruskal-Wallis rank sum test,1
GFOD1,SMC.bin,4.81695032088328,0.0281811638040041,1,Kruskal-Wallis rank sum test,1
IGFBP3,Calc.bin,0.0663371672816138,0.796746483208629,1,Kruskal-Wallis rank sum test,1
IGFBP3,Collagen.bin,0.5827138626154,0.44525053519541,1,Kruskal-Wallis rank sum test,1
IGFBP3,epmajor.3years,1.03456820609007,0.309088137200646,1,Kruskal-Wallis rank sum test,1
IGFBP3,Fat.bin_10,0.615815614279137,0.432606493472605,1,Kruskal-Wallis rank sum test,1
IGFBP3,Fat.bin_40,0.944952269802991,0.331007490431189,1,Kruskal-Wallis rank sum test,1
IGFBP3,IPH.bin,0.592167164982924,0.441582310958264,1,Kruskal-Wallis rank sum test,1
IGFBP3,Macrophages.bin,0.147045298077507,0.701375121043262,1,Kruskal-Wallis rank sum test,1
IGFBP3,SMC.bin,0.925129495355561,0.336131728957073,1,Kruskal-Wallis rank sum test,1
KAT6B,Calc.bin,1.76027867199871,0.184589760368781,1,Kruskal-Wallis rank sum test,1
KAT6B,Collagen.bin,0.0441333606388668,0.833605691374932,1,Kruskal-Wallis rank sum test,1
KAT6B,epmajor.3years,0.127398928419787,0.72114431138593,1,Kruskal-Wallis rank sum test,1
KAT6B,Fat.bin_10,0.396281865825898,0.52901573047498,1,Kruskal-Wallis rank sum test,1
KAT6B,Fat.bin_40,0.0285288434690216,0.865871495637399,1,Kruskal-Wallis rank sum test,1
KAT6B,IPH.bin,0.877765626671214,0.348814387344467,1,Kruskal-Wallis rank sum test,1
KAT6B,Macrophages.bin,0.168948621954874,0.681047895809894,1,Kruskal-Wallis rank sum test,1
KAT6B,SMC.bin,0.00242618737789212,0.960715010075968,1,Kruskal-Wallis rank sum test,1
MORF4L1,Calc.bin,0.00115499086211911,0.972888987263744,1,Kruskal-Wallis rank sum test,1
MORF4L1,Collagen.bin,2.40861644667829,0.120668972943409,1,Kruskal-Wallis rank sum test,1
MORF4L1,epmajor.3years,0.0237447221296235,0.877536229791889,1,Kruskal-Wallis rank sum test,1
MORF4L1,Fat.bin_10,0.731932245548415,0.392257588638983,1,Kruskal-Wallis rank sum test,1
MORF4L1,Fat.bin_40,0.250030388106617,0.61705368106733,1,Kruskal-Wallis rank sum test,1
MORF4L1,IPH.bin,1.38611551717666,0.239062192661819,1,Kruskal-Wallis rank sum test,1
MORF4L1,Macrophages.bin,0.0405019166785167,0.840502408812784,1,Kruskal-Wallis rank sum test,1
MORF4L1,SMC.bin,1.13502961079029,0.286705050975803,1,Kruskal-Wallis rank sum test,1
MTAP,Calc.bin,0.10623554765785,0.744471301747985,1,Kruskal-Wallis rank sum test,1
MTAP,Collagen.bin,4.19070235925389,0.0406462542135064,1,Kruskal-Wallis rank sum test,1
MTAP,epmajor.3years,2.61676822031912,0.105739600208799,1,Kruskal-Wallis rank sum test,1
MTAP,Fat.bin_10,0.824967369987584,0.363731815097096,1,Kruskal-Wallis rank sum test,1
MTAP,Fat.bin_40,0.319655107002232,0.571814986748257,1,Kruskal-Wallis rank sum test,1
MTAP,IPH.bin,0.438574995964653,0.507811047187153,1,Kruskal-Wallis rank sum test,1
MTAP,Macrophages.bin,0.417424874400731,0.518224786641197,1,Kruskal-Wallis rank sum test,1
MTAP,SMC.bin,0.160401038736148,0.688787558361762,1,Kruskal-Wallis rank sum test,1
PHACTR1,Calc.bin,0.347637566368523,0.555453502564,1,Kruskal-Wallis rank sum test,1
PHACTR1,Collagen.bin,2.12315758668387,0.145087151646533,1,Kruskal-Wallis rank sum test,1
PHACTR1,epmajor.3years,0.490166475782747,0.48385305281711,1,Kruskal-Wallis rank sum test,1
PHACTR1,Fat.bin_10,0.246537030396291,0.61952408560351,1,Kruskal-Wallis rank sum test,1
PHACTR1,Fat.bin_40,1.93811826713945,0.163872995447998,1,Kruskal-Wallis rank sum test,1
PHACTR1,IPH.bin,0.0948179337621575,0.758139243883475,1,Kruskal-Wallis rank sum test,1
PHACTR1,Macrophages.bin,0.776759566591274,0.378134015244193,1,Kruskal-Wallis rank sum test,1
PHACTR1,SMC.bin,1.9043135736116,0.16759628659298,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,Calc.bin,0.209973881733116,0.646787876001711,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,Collagen.bin,0.652073465240918,0.419372335713836,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,epmajor.3years,0.429327330357906,0.512319201678766,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,Fat.bin_10,0.0422742522024645,0.837097883017629,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,Fat.bin_40,2.3206221438294,0.12766895462992,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,IPH.bin,1.03867186624263,0.308130561959089,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,Macrophages.bin,1.26805354607117,0.260132151147017,1,Kruskal-Wallis rank sum test,1
PLEKHJ1,SMC.bin,1.64477886629575,0.199671047646946,1,Kruskal-Wallis rank sum test,1
RPL9,Calc.bin,0.0224561947031993,0.88087987454279,1,Kruskal-Wallis rank sum test,1
RPL9,Collagen.bin,2.47004571273874,0.116034549851941,1,Kruskal-Wallis rank sum test,1
RPL9,epmajor.3years,1.07282732742428,0.300307691703796,1,Kruskal-Wallis rank sum test,1
RPL9,Fat.bin_10,1.4232615012003,0.232867321110209,1,Kruskal-Wallis rank sum test,1
RPL9,Fat.bin_40,1.0922597464271,0.295971063981208,1,Kruskal-Wallis rank sum test,1
RPL9,IPH.bin,2.41539749042389,0.120147469521785,1,Kruskal-Wallis rank sum test,1
RPL9,Macrophages.bin,0.631746416220292,0.426715439748655,1,Kruskal-Wallis rank sum test,1
RPL9,SMC.bin,3.05284028090066,0.0805960799542826,1,Kruskal-Wallis rank sum test,1
RTKN2,Calc.bin,0.00516227899409135,0.942722076123562,1,Kruskal-Wallis rank sum test,1
RTKN2,Collagen.bin,7.81419871532965,0.00518373266241523,1,Kruskal-Wallis rank sum test,1
RTKN2,epmajor.3years,0.120445281954178,0.728552046309339,1,Kruskal-Wallis rank sum test,1
RTKN2,Fat.bin_10,5.42673573741077,0.0198307135716069,1,Kruskal-Wallis rank sum test,1
RTKN2,Fat.bin_40,0.79813834008379,0.371650558721954,1,Kruskal-Wallis rank sum test,1
RTKN2,IPH.bin,0.69171403261444,0.405581985896491,1,Kruskal-Wallis rank sum test,1
RTKN2,Macrophages.bin,5.33730149563107,0.020873761300294,1,Kruskal-Wallis rank sum test,1
RTKN2,SMC.bin,0.0262360856684718,0.871325091168254,1,Kruskal-Wallis rank sum test,1
SAMD8,Calc.bin,3.28061891285267,0.0701024883446855,1,Kruskal-Wallis rank sum test,1
SAMD8,Collagen.bin,0.831070958477086,0.361963032922038,1,Kruskal-Wallis rank sum test,1
SAMD8,epmajor.3years,0.0174198041393385,0.894996863628664,1,Kruskal-Wallis rank sum test,1
SAMD8,Fat.bin_10,0.374515784440978,0.540553009582363,1,Kruskal-Wallis rank sum test,1
SAMD8,Fat.bin_40,1.92298389017499,0.165528090986784,1,Kruskal-Wallis rank sum test,1
SAMD8,IPH.bin,0.621088197344194,0.430643192308686,1,Kruskal-Wallis rank sum test,1
SAMD8,Macrophages.bin,0.0481913249982794,0.826240931298955,1,Kruskal-Wallis rank sum test,1
SAMD8,SMC.bin,1.51364685432256,0.218583451009384,1,Kruskal-Wallis rank sum test,1
SMG6,Calc.bin,0.229322161612044,0.63202689150937,1,Kruskal-Wallis rank sum test,1
SMG6,Collagen.bin,0.00431675416731777,0.947615071826061,1,Kruskal-Wallis rank sum test,1
SMG6,epmajor.3years,0.218359735941442,0.640292569355182,1,Kruskal-Wallis rank sum test,1
SMG6,Fat.bin_10,0.138999249703075,0.709277927181071,1,Kruskal-Wallis rank sum test,1
SMG6,Fat.bin_40,1.69539370545234,0.19289148342922,1,Kruskal-Wallis rank sum test,1
SMG6,IPH.bin,0.517175749626,0.472048919534812,1,Kruskal-Wallis rank sum test,1
SMG6,Macrophages.bin,0.0612525075271682,0.804527142078294,1,Kruskal-Wallis rank sum test,1
SMG6,SMC.bin,0.996146954808871,0.318244631611041,1,Kruskal-Wallis rank sum test,1
TBC1D7,Calc.bin,0.61350327057812,0.433471807744867,1,Kruskal-Wallis rank sum test,1
TBC1D7,Collagen.bin,1.46720229122344,0.225787628384166,1,Kruskal-Wallis rank sum test,1
TBC1D7,epmajor.3years,0.0543600627560778,0.815643031387397,1,Kruskal-Wallis rank sum test,1
TBC1D7,Fat.bin_10,1.37680708611021,0.240645766274506,1,Kruskal-Wallis rank sum test,1
