genes,plaque_phenotype,estimate,statistic,p.value,method,alternative,padj
TOMM40,SMC_rankNorm,-0.0360402057240952,38618042.2705349,0.37540546863801,Spearman's rank correlation rho,two.sided,1
TOMM40,VesselDensity_rankNorm,0.0416636399179718,29735394.7477156,0.320306687865983,Spearman's rank correlation rho,two.sided,1
VCL,MAC_rankNorm,0.00430961292111551,37482087.5521214,0.915475797762381,Spearman's rank correlation rho,two.sided,1
VCL,MastCells_rankNorm,-0.0556635702816332,175926.333987434,0.582275364423363,Spearman's rank correlation rho,two.sided,1
VCL,Neutrophils_rankNorm,-0.00970161464881471,189278.664682067,0.922135612309492,Spearman's rank correlation rho,two.sided,1
VCL,SMC_rankNorm,0.066866189524955,34782241.7874265,0.0997938913097221,Spearman's rank correlation rho,two.sided,1
VCL,VesselDensity_rankNorm,0.0118149215830146,30661544.9590332,0.778161380571722,Spearman's rank correlation rho,two.sided,1
VDAC2,MAC_rankNorm,-0.0661827219345769,40135723.5629762,0.102745636122256,Spearman's rank correlation rho,two.sided,1
VDAC2,MastCells_rankNorm,-0.130944201315292,188471.851149193,0.194088708289696,Spearman's rank correlation rho,two.sided,1
VDAC2,Neutrophils_rankNorm,-0.0720256836716458,200961.934661087,0.467478631471848,Spearman's rank correlation rho,two.sided,1
VDAC2,SMC_rankNorm,0.00635068989328453,37037936.2188651,0.875920023315186,Spearman's rank correlation rho,two.sided,1
VDAC2,VesselDensity_rankNorm,0.0428331054629295,29699108.4070615,0.306899669999137,Spearman's rank correlation rho,two.sided,1
ZNF32,MAC_rankNorm,0.00968949257280956,37279565.6409515,0.811391791092362,Spearman's rank correlation rho,two.sided,1
ZNF32,MastCells_rankNorm,-0.0972215679451302,182851.974298056,0.335911741238864,Spearman's rank correlation rho,two.sided,1
ZNF32,Neutrophils_rankNorm,0.136412448973198,161888.122315484,0.167343616019631,Spearman's rank correlation rho,two.sided,1
ZNF32,SMC_rankNorm,-0.0550083411535885,39325072.9936307,0.175898427134062,Spearman's rank correlation rho,two.sided,1
ZNF32,VesselDensity_rankNorm,0.0066226058088958,30822652.8597968,0.874530768476268,Spearman's rank correlation rho,two.sided,1
ZNF485,MAC_rankNorm,-0.0506453726117753,39550830.6131169,0.212010552858943,Spearman's rank correlation rho,two.sided,1
ZNF485,MastCells_rankNorm,-0.0747206452679963,179102.195533912,0.46000054652427,Spearman's rank correlation rho,two.sided,1
ZNF485,Neutrophils_rankNorm,-0.033166214709729,193677.338609486,0.738202687107502,Spearman's rank correlation rho,two.sided,1
ZNF485,SMC_rankNorm,0.102945179277758,33437409.8555632,0.0111546586871332,Spearman's rank correlation rho,two.sided,1
ZNF485,VesselDensity_rankNorm,-0.0201739697889788,31654100.7589682,0.630472564921741,Spearman's rank correlation rho,two.sided,1
